@relation RNUM
@attribute F1 numeric
@attribute F6 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute BMI numeric
@attribute class {1,2}
@data
56,2,2,3,2,2,2,1
47,2,3,3,3,2,4,1
44,2,1,1,1,1,4,2
44,2,1,1,1,1,4,2
65,10,1,1,1,1,4,2
38,2,1,1,1,1,4,1
45,2,1,1,1,1,4,2
38,2,1,1,1,1,4,1
58,2,1,1,1,1,2,2
33,11,2,3,1,1,4,1
41,2,2,3,2,2,4,1
77,2,1,1,1,1,2,1
72,2,1,1,1,1,3,1
57,2,2,2,1,1,4,1
57,11,1,1,1,1,4,1
87,2,1,1,1,1,4,2
55,10,1,1,1,1,4,1
38,2,1,1,1,1,4,2
63,11,1,1,1,1,4,2
44,2,1,1,1,1,3,2
57,2,2,2,1,1,3,1
70,2,2,2,1,1,3,2
44,2,1,1,1,1,3,1
54,11,2,3,1,1,3,1
66,2,1,1,1,1,4,2
55,2,2,3,2,2,2,1
66,2,2,2,3,2,3,1
73,2,1,1,1,1,3,2
51,2,2,3,1,1,4,1
65,2,1,1,1,1,3,2
59,11,1,1,1,1,4,1
59,2,1,1,1,1,4,1
87,11,1,1,1,1,4,2
61,2,1,1,1,1,2,1
54,2,1,1,1,1,4,2
83,11,3,3,2,2,4,2
55,10,1,1,1,1,2,1
81,2,3,3,1,1,4,1
69,11,3,3,1,1,4,2
79,2,1,1,1,1,4,2
66,2,2,3,1,1,3,1
53,2,3,3,3,3,4,1
43,10,1,1,1,1,1,1
57,2,1,1,1,1,2,1
48,11,2,3,1,1,2,1
33,10,1,1,1,1,4,1
56,2,1,1,1,1,2,2
39,10,1,1,1,1,4,1
34,2,1,1,1,1,4,2
60,2,1,1,1,1,4,2
62,2,1,1,1,1,4,1
32,11,1,1,1,1,4,2
61,4,1,1,1,1,2,1
64,2,2,3,1,1,4,1
38,11,1,1,1,1,4,2
52,2,1,1,1,1,2,2
54,2,3,3,3,3,2,1
66,10,1,1,1,1,2,1
53,2,1,1,1,1,1,2
51,2,1,1,1,1,3,2
59,6,1,1,1,1,3,1
35,2,1,1,1,1,2,1
36,2,2,2,2,2,3,1
85,2,1,1,1,1,2,1
62,11,1,1,1,1,4,2
86,2,1,1,1,1,3,2
71,2,1,1,1,1,3,1
59,11,3,2,2,2,3,1
44,2,2,2,1,1,4,1
46,2,3,2,3,3,2,1
65,10,1,1,1,1,4,1
56,2,2,2,1,1,2,2
53,11,3,3,3,3,4,1
68,2,1,1,1,1,4,2
51,2,1,1,1,1,4,1
70,2,3,3,3,3,4,2
79,11,1,1,1,1,1,2
70,2,1,1,1,1,3,1
39,2,1,1,1,1,4,2
75,2,1,1,1,1,3,1
53,2,1,1,1,1,4,2
48,2,1,1,1,1,4,1
51,2,3,3,1,1,4,1
47,11,1,1,1,1,4,2
53,2,1,1,1,1,4,2
55,11,1,1,1,1,4,2
53,2,3,3,2,2,3,1
62,2,1,1,1,1,4,2
50,2,1,1,1,1,4,1
33,10,1,1,1,1,1,1
51,2,1,1,1,1,4,1
60,2,1,1,1,1,4,2
85,11,1,1,1,1,4,2
45,2,1,1,1,1,2,1
47,2,1,1,1,1,4,2
57,2,1,1,1,1,2,1
30,2,1,1,1,1,4,1
68,2,2,3,2,2,3,1
30,11,1,1,1,1,2,1
51,11,1,1,1,1,4,2
46,2,1,1,1,1,4,2
67,11,1,1,1,1,4,2
50,2,1,1,1,1,4,1
48,11,3,3,3,3,4,2
40,2,1,1,1,1,4,2
65,2,1,1,1,1,4,2
81,11,1,1,1,1,3,1
81,11,1,1,1,1,3,1
81,2,1,1,1,1,3,1
46,2,1,1,1,1,4,2
81,2,1,1,1,1,4,2
65,2,1,1,1,1,4,1
61,2,2,3,2,2,3,1
48,2,1,1,1,1,4,2
48,10,1,1,1,1,4,2
37,11,1,1,1,1,4,2
42,11,1,1,1,1,4,2
59,2,1,1,1,1,2,2
62,2,2,3,2,3,2,1
42,11,1,1,1,1,4,1
67,2,1,1,1,1,3,2
53,10,1,1,1,1,4,1
62,2,1,1,1,1,4,1
38,2,2,2,2,3,4,2
61,2,1,1,1,1,4,2
48,2,2,2,1,1,3,1
44,2,1,1,1,1,3,1
44,2,1,1,1,1,3,1
67,2,1,1,1,1,4,2
41,10,1,1,1,1,3,1
52,10,1,1,1,1,4,1
57,4,1,1,1,1,4,1
67,10,1,1,1,1,4,2
66,2,1,1,1,1,4,1
44,2,1,1,1,1,2,2
44,2,1,1,1,1,2,1
47,2,1,1,1,1,4,2
56,2,2,3,1,1,2,1
45,10,1,1,1,1,3,1
79,2,1,1,1,1,4,2
52,2,3,3,2,2,3,2
83,2,1,1,1,1,1,1
78,2,1,1,1,1,3,2
64,11,3,3,2,2,3,1
62,2,2,2,2,2,3,2
77,2,1,1,1,1,2,2
67,11,3,3,3,2,2,1
45,2,1,1,1,1,2,1
38,2,1,1,1,1,3,2
27,10,1,1,1,1,4,1
71,2,1,1,1,1,4,2
45,2,1,1,1,1,3,2
45,4,1,1,1,1,3,1
54,11,1,1,1,1,4,2
55,2,1,1,1,1,4,2
34,2,1,1,1,1,4,2
72,2,3,2,3,3,3,1
50,2,1,1,1,1,2,2
50,2,1,1,1,1,2,2
46,2,1,1,1,1,4,2
39,2,3,3,3,3,3,2
61,11,1,1,1,1,2,1
57,11,1,1,1,1,4,1
46,2,1,1,1,1,3,1
55,2,1,1,1,1,4,2
57,2,3,3,2,2,3,1
86,11,1,1,1,1,4,2
86,11,1,1,1,1,4,2
45,10,1,1,1,1,4,1
76,2,1,1,1,1,3,1
75,2,1,1,1,1,4,1
69,2,2,3,1,1,4,1
38,2,1,1,1,1,2,1
56,2,1,1,1,1,4,1
56,2,1,1,1,1,1,1
94,11,1,1,1,1,4,2
58,2,2,2,1,1,4,2
31,10,1,1,1,1,4,2
42,2,2,2,1,1,4,2
46,2,1,1,1,1,4,2
58,2,1,1,1,1,2,1
44,2,1,1,1,1,2,1
59,2,1,1,1,1,3,2
42,2,1,1,1,1,3,2
57,2,1,1,1,1,4,2
63,2,1,1,1,1,4,2
59,2,1,1,1,1,2,1
63,2,1,1,1,1,3,1
51,11,1,1,1,1,4,2
67,2,1,1,1,1,4,2
67,11,1,1,1,1,4,2
51,2,2,2,1,1,3,1
52,2,2,2,1,1,1,2
49,2,1,1,1,1,4,1
47,10,1,1,1,1,3,1
44,2,1,1,1,1,1,2
55,2,3,3,3,2,2,2
49,2,2,2,1,1,4,1
58,2,3,2,3,3,4,1
62,2,3,3,3,2,2,2
33,11,1,1,1,1,4,2
56,2,1,1,1,1,4,2
70,2,1,1,1,1,4,2
47,2,1,1,1,1,4,1
63,2,1,1,1,1,3,2
60,11,1,1,1,1,3,1
79,2,1,1,1,1,3,1
48,2,1,1,1,1,2,1
48,11,1,1,1,1,3,1
60,2,1,1,1,1,4,2
46,2,1,1,1,1,2,1
50,2,1,1,1,1,2,2
79,2,1,1,1,1,2,2
86,10,1,1,1,1,4,2
61,11,1,1,1,1,4,2
49,4,1,1,1,1,4,1
45,10,1,1,1,1,4,1
62,2,1,1,1,1,4,2
49,2,3,3,3,2,2,2
57,4,1,1,1,1,4,1
82,11,1,1,1,1,2,2
69,2,1,1,1,1,2,1
62,2,1,1,1,1,4,1
73,11,1,1,1,1,4,2
42,10,1,1,1,1,4,2
72,2,1,1,1,1,3,1
55,2,3,3,3,3,2,2
68,2,1,1,1,1,4,1
36,2,1,1,1,1,4,2
60,2,1,1,1,1,3,1
76,2,1,1,1,1,4,1
38,10,1,1,1,1,2,1
68,2,1,1,1,1,2,2
57,10,1,1,1,1,4,2
58,11,1,1,1,1,2,2
41,2,1,1,1,1,4,2
82,11,1,1,1,1,3,2
78,2,1,1,1,1,3,1
78,2,1,1,1,1,3,1
76,11,1,1,1,1,4,2
44,2,1,1,1,1,2,1
79,11,1,1,1,1,4,2
56,2,1,1,1,1,2,1
45,10,1,1,1,1,2,1
65,10,1,1,1,1,3,1
77,11,1,1,1,1,3,1
45,11,1,1,1,1,4,2
66,2,1,1,1,1,3,1
64,2,1,1,1,1,3,1
63,2,3,3,3,2,2,2
50,2,2,2,1,1,4,1
30,2,1,1,1,1,2,2
81,11,1,1,1,1,4,2
44,2,1,1,1,1,3,1
60,11,1,1,1,1,3,1
38,2,1,1,1,1,4,1
65,2,3,3,3,3,4,1
41,10,1,1,1,1,2,1
69,2,2,3,1,1,2,1
46,11,1,1,1,1,4,2
78,11,2,2,1,1,4,1
69,2,1,1,1,1,4,2
65,11,1,1,1,1,3,1
60,2,1,1,1,1,2,1
61,2,1,1,1,1,4,2
57,2,2,3,3,3,3,2
47,2,3,3,3,2,3,1
52,11,3,3,3,2,2,2
67,2,1,1,1,1,4,1
36,2,2,2,3,2,3,1
65,11,1,1,1,1,4,2
89,11,1,1,1,1,4,2
65,2,1,1,1,1,2,2
49,2,1,1,1,1,3,2
59,2,2,3,2,2,1,2
46,2,2,2,1,1,4,2
84,2,1,1,1,1,2,1
66,2,1,1,1,1,4,2
55,2,2,2,1,1,4,2
41,10,1,1,1,1,2,1
69,2,3,3,3,3,4,2
47,2,1,1,1,1,4,2
61,2,1,1,1,1,3,1
46,2,1,1,1,1,2,2
60,11,1,1,1,1,3,2
60,10,1,1,1,1,4,2
56,2,3,3,3,3,4,2
47,2,2,3,2,2,3,1
68,2,1,1,1,1,3,1
35,10,1,1,1,1,3,1
53,2,1,1,1,1,4,1
56,11,1,1,1,1,4,2
35,11,1,1,1,1,4,2
71,2,1,1,1,1,2,1
35,2,1,1,1,1,4,2
52,11,1,1,1,1,4,2
41,11,1,1,1,1,3,1
57,4,1,1,1,1,3,1
38,2,1,1,1,1,2,1
45,10,1,1,1,1,2,1
66,2,1,1,1,1,4,1
64,10,1,1,1,1,2,1
73,2,1,1,1,1,2,1
60,2,1,1,1,1,4,1
56,2,1,1,1,1,4,1
56,2,1,1,1,1,4,1
75,2,1,1,1,1,3,1
34,10,1,1,1,1,4,1
50,2,1,1,1,1,4,2
50,2,1,1,1,1,4,2
52,11,1,1,1,1,4,2
45,11,1,1,1,1,4,1
47,2,2,2,3,2,3,2
61,2,3,3,2,2,4,1
78,2,1,1,1,1,4,1
62,2,1,1,1,1,4,2
49,2,1,1,1,1,3,1
70,2,1,1,1,1,4,2
42,2,1,1,1,1,4,2
57,2,2,3,1,1,3,1
51,10,1,1,1,1,3,1
55,2,1,1,1,1,4,1
40,4,1,1,1,1,3,1
54,10,1,1,1,1,3,1
66,2,1,1,1,1,3,1
51,2,1,1,1,1,4,2
51,11,1,1,1,1,4,2
69,2,1,1,1,1,2,1
58,2,2,3,2,2,4,2
55,2,2,2,2,3,4,1
39,10,1,1,1,1,2,1
49,2,1,1,1,1,3,1
50,11,3,3,3,3,4,1
79,2,1,1,1,1,3,1
79,11,3,3,2,2,4,1
57,2,1,1,1,1,4,2
40,10,1,1,1,1,3,1
55,2,1,1,1,1,4,1
53,2,3,3,1,1,4,1
53,2,3,3,3,3,4,1
56,2,1,1,1,1,3,2
33,2,1,1,1,1,4,2
51,11,1,1,1,1,4,2
52,4,1,1,1,1,4,1
54,2,1,1,1,1,4,2
57,11,1,1,1,1,4,2
80,11,2,2,2,2,2,2
70,2,1,1,1,1,4,2
66,10,1,1,1,1,3,1
42,2,3,3,3,3,4,1
52,2,1,1,1,1,4,1
84,2,1,1,1,1,4,2
51,2,1,1,1,1,2,1
60,2,1,1,1,1,4,2
44,2,3,3,3,3,3,1
42,2,1,1,1,1,4,1
47,2,1,1,1,1,4,1
59,2,1,1,1,1,3,1
82,2,1,1,1,1,4,2
65,2,1,1,1,1,4,2
68,2,1,1,1,1,4,2
49,2,2,3,1,1,3,1
50,11,1,1,1,1,4,2
45,2,1,1,1,1,2,1
59,2,1,1,1,1,4,1
53,2,2,3,2,3,4,1
67,2,2,2,2,2,4,1
68,2,3,3,2,2,3,1
48,2,1,1,1,1,2,2
53,10,1,1,1,1,4,1
35,11,1,1,1,1,4,2
84,2,1,1,1,1,4,1
77,2,1,1,1,1,2,1
47,2,2,3,1,1,3,2
62,2,1,1,1,1,4,2
41,2,1,1,1,1,4,1
77,2,1,1,1,1,2,1
51,2,1,1,1,1,3,2
67,2,3,3,3,3,4,2
60,10,1,1,1,1,4,2
60,10,1,1,1,1,4,2
61,2,2,2,1,1,4,1
57,2,1,1,1,1,4,2
43,11,1,1,1,1,4,1
41,10,1,1,1,1,3,1
87,11,1,1,1,1,4,2
37,11,2,2,2,3,4,2
45,2,2,3,2,2,4,1
46,2,3,3,3,3,4,1
44,11,1,1,1,1,4,2
70,2,1,1,1,1,2,1
46,2,1,1,1,1,2,1
75,2,1,1,1,1,4,1
33,2,1,1,1,1,4,2
66,2,2,3,2,2,3,1
63,2,2,3,2,2,3,1
50,2,2,2,1,1,4,1
44,2,3,3,3,3,2,2
54,2,1,1,1,1,4,2
54,2,1,1,1,1,3,1
36,2,1,1,1,1,2,1
75,2,1,1,1,1,4,1
33,2,1,1,1,1,4,2
46,2,1,1,1,1,4,2
53,2,1,1,1,1,4,2
47,11,3,3,3,3,4,1
66,11,1,1,1,1,4,2
50,2,1,1,1,1,4,2
44,2,1,1,1,1,4,2
31,2,3,3,3,3,4,1
58,2,1,1,1,1,3,1
58,11,1,1,1,1,2,2
40,10,1,1,1,1,4,1
46,2,3,3,3,2,3,1
61,2,1,1,1,1,4,2
61,11,1,1,1,1,4,2
65,11,1,1,1,1,4,2
32,2,1,1,1,1,4,2
45,2,1,1,1,1,2,1
62,11,1,1,1,1,4,2
39,10,1,1,1,1,4,2
36,10,1,1,1,1,4,2
59,11,1,1,1,1,4,1
42,2,2,3,2,2,3,1
63,2,1,1,1,1,3,1
63,2,1,1,1,1,4,2
71,11,1,1,1,1,2,1
58,2,2,3,2,2,3,1
32,10,1,1,1,1,2,1
34,2,1,1,1,1,2,1
51,2,1,1,1,1,4,1
39,2,2,2,3,2,2,1
32,2,1,1,1,1,4,2
60,2,2,3,2,2,4,2
49,2,1,1,1,1,2,1
37,2,1,1,1,1,4,1
82,2,1,1,1,1,1,2
63,11,1,1,1,1,4,2
54,2,1,1,1,1,4,2
43,2,1,1,1,1,3,1
76,2,1,1,1,1,4,1
51,2,1,1,1,1,4,2
48,2,3,3,3,3,4,1
55,2,3,3,2,2,2,2
83,4,1,1,1,1,3,1
61,2,1,1,1,1,2,2
39,6,2,2,3,2,4,1
54,4,1,1,1,1,4,2
47,2,1,1,1,1,4,2
68,2,1,1,1,1,3,1
68,2,1,1,1,1,3,1
49,2,2,2,2,3,3,1
49,11,3,3,2,2,3,2
57,2,1,1,1,1,2,1
67,2,1,1,1,1,4,1
58,2,1,1,1,1,4,2
49,2,1,1,1,1,4,1
37,2,2,2,2,3,2,1
84,2,1,1,1,1,3,1
59,11,1,1,1,1,4,2
59,11,1,1,1,1,4,2
73,2,3,3,3,2,2,1
59,2,1,1,1,1,4,1
53,2,3,3,3,3,4,2
53,2,1,1,1,1,4,2
61,2,1,1,1,1,3,1
60,10,1,1,1,1,3,1
50,2,3,3,3,3,4,1
52,11,1,1,1,1,4,2
60,2,1,1,1,1,4,2
83,11,1,1,1,1,4,2
38,2,1,1,1,1,4,2
64,11,1,1,1,1,4,2
61,10,1,1,1,1,2,1
77,10,1,1,1,1,4,1
77,10,1,1,1,1,4,1
44,2,1,1,1,1,2,1
80,10,1,1,1,1,4,1
80,10,1,1,1,1,4,2
66,2,1,1,1,1,4,2
39,2,1,1,1,1,4,1
35,2,1,1,1,1,4,2
53,2,1,1,1,1,3,1
74,2,2,2,1,1,4,2
67,2,2,3,1,1,4,1
55,11,1,1,1,1,3,1
84,2,1,1,1,1,4,1
70,2,2,3,1,1,3,1
51,2,1,1,1,1,2,2
65,11,1,1,1,1,4,2
51,4,1,1,1,1,3,1
67,2,1,1,1,1,2,1
88,2,1,1,1,1,4,2
76,2,1,1,1,1,3,1
38,11,1,1,1,1,4,2
49,11,1,1,1,1,4,2
45,2,1,1,1,1,4,2
64,2,1,1,1,1,3,1
79,2,1,1,1,1,4,1
60,2,3,3,3,3,3,1
32,2,1,1,1,1,4,2
51,2,3,3,3,3,4,1
46,2,2,2,2,3,4,1
40,2,1,1,1,1,4,1
41,2,2,2,2,2,4,1
48,11,3,3,3,2,4,1
50,11,1,1,1,1,4,2
79,2,1,1,1,1,4,2
41,2,1,1,1,1,2,1
48,6,1,1,1,1,4,1
48,2,1,1,1,1,3,2
28,10,1,1,1,1,2,1
62,2,1,1,1,1,4,2
65,2,1,1,1,1,3,1
86,2,1,1,1,1,3,1
67,2,1,1,1,1,2,1
44,2,2,2,1,1,4,2
86,2,1,1,1,1,2,1
52,2,1,1,1,1,4,2
70,2,1,1,1,1,4,1
57,2,1,1,1,1,4,2
79,11,1,1,1,1,4,2
75,2,1,1,1,1,3,1
59,2,1,1,1,1,3,1
58,2,1,1,1,1,4,2
48,10,1,1,1,1,2,1
75,2,3,3,1,1,3,1
40,2,2,3,2,2,4,1
31,2,2,3,2,3,4,1
71,2,1,1,1,1,2,1
41,2,3,3,3,2,4,1
44,2,1,1,1,1,4,2
64,2,2,2,2,3,4,1
64,2,2,3,1,1,2,2
53,2,1,1,1,1,4,1
48,2,1,1,1,1,3,1
48,2,2,2,2,3,4,2
82,11,1,1,1,1,2,2
55,2,1,1,1,1,3,1
43,2,3,3,2,3,4,1
56,2,1,1,1,1,2,1
45,2,1,1,1,1,4,2
53,2,1,1,1,1,4,2
47,2,3,3,3,3,4,1
34,11,1,1,1,1,3,2
55,11,1,1,1,1,4,2
36,2,1,1,1,1,3,1
32,10,1,1,1,1,3,1
59,2,3,3,2,2,4,2
51,2,3,3,2,2,4,2
58,10,1,1,1,1,4,1
86,2,1,1,1,1,4,1
85,2,1,1,1,1,3,1
52,2,1,1,1,1,4,2
45,2,1,1,1,1,3,1
75,2,1,1,1,1,3,1
43,2,3,3,2,3,1,1
80,2,2,2,1,1,3,2
50,2,1,1,1,1,4,2
55,11,1,1,1,1,4,2
61,10,1,1,1,1,4,2
70,2,3,3,3,3,3,2
43,2,1,1,1,1,3,1
51,2,2,2,1,1,4,2
39,10,1,1,1,1,2,1
38,2,1,1,1,1,4,1
45,11,3,3,3,3,3,2
50,2,1,1,1,1,1,1
55,2,1,1,1,1,4,1
55,2,1,1,1,1,4,1
59,2,1,1,1,1,4,1
50,2,2,2,1,1,2,1
69,11,1,1,1,1,4,2
39,10,1,1,1,1,4,1
88,2,1,1,1,1,1,1
52,2,1,1,1,1,4,1
87,2,1,1,1,1,4,1
57,2,1,1,1,1,4,2
81,11,1,1,1,1,4,1
81,2,2,3,2,2,2,2
41,10,1,1,1,1,2,1
36,11,1,1,1,1,2,1
82,2,1,1,1,1,3,1
54,11,2,2,2,2,1,2
84,2,1,1,1,1,1,1
75,2,1,1,1,1,3,2
34,10,1,1,1,1,3,1
73,2,1,1,1,1,4,1
31,11,1,1,1,1,4,2
80,2,1,1,1,1,2,1
30,2,1,1,1,1,4,2
58,2,1,1,1,1,4,1
60,2,1,1,1,1,3,1
86,2,3,3,3,2,2,2
89,2,1,1,1,1,4,1
52,2,1,1,1,1,4,2
71,10,1,1,1,1,4,2
59,2,1,1,1,1,2,2
56,2,1,1,1,1,4,2
55,10,1,1,1,1,3,1
72,2,2,2,1,1,4,2
66,11,1,1,1,1,4,2
35,2,2,2,2,2,4,1
80,2,1,1,1,1,4,1
66,2,2,2,1,1,3,2
56,10,1,1,1,1,4,2
34,10,1,1,1,1,4,1
47,2,2,2,1,1,2,1
57,2,3,3,2,3,4,2
54,2,1,1,1,1,4,1
50,2,1,1,1,1,4,1
55,2,1,1,1,1,4,2
55,2,1,1,1,1,4,2
53,2,1,1,1,1,4,2
68,10,1,1,1,1,4,2
46,2,1,1,1,1,4,1
54,2,1,1,1,1,4,2
44,2,1,1,1,1,4,2
54,11,1,1,1,1,4,2
48,2,2,2,1,1,2,2
52,2,1,1,1,1,4,1
36,11,1,1,1,1,4,2
51,10,1,1,1,1,3,1
55,2,1,1,1,1,4,2
79,2,1,1,1,1,4,1
30,2,1,1,1,1,2,1
47,11,1,1,1,1,4,2
72,2,1,1,1,1,1,1
49,2,1,1,1,1,4,2
38,2,1,1,1,1,4,2
89,11,1,1,1,1,4,2
36,10,1,1,1,1,1,1
54,2,2,2,3,2,4,1
46,11,1,1,1,1,3,1
46,2,2,3,1,1,2,1
78,2,1,1,1,1,2,1
44,2,2,2,1,1,4,1
55,11,1,1,1,1,4,2
35,2,1,1,1,1,4,2
21,2,1,1,1,1,4,2
62,11,1,1,1,1,4,2
64,2,1,1,1,1,4,2
48,2,1,1,1,1,4,2
71,11,1,1,1,1,4,2
65,2,1,1,1,1,4,2
60,2,2,3,1,1,3,2
52,11,1,1,1,1,4,2
73,2,1,1,1,1,4,2
68,11,1,1,1,1,4,2
86,2,1,1,1,1,4,1
46,11,3,3,1,1,4,1
40,2,1,1,1,1,2,1
30,10,1,1,1,1,2,1
56,2,1,1,1,1,3,1
62,11,1,1,1,1,4,2
59,2,1,1,1,1,4,2
59,11,1,1,1,1,4,1
84,2,2,2,1,1,2,2
41,10,1,1,1,1,2,1
65,2,3,3,2,2,2,1
65,11,1,1,1,1,2,1
35,11,1,1,1,1,4,2
73,2,1,1,1,1,4,2
55,2,3,3,2,2,2,1
38,2,1,1,1,1,3,1
50,10,1,1,1,1,4,2
50,10,1,1,1,1,4,2
43,2,2,2,1,1,3,2
41,2,2,2,2,2,2,1
40,2,1,1,1,1,4,2
54,2,2,2,1,1,4,1
57,2,3,3,2,3,2,1
59,11,1,1,1,1,3,2
47,2,3,3,2,2,2,2
65,11,1,1,1,1,2,2
36,2,2,2,2,2,4,2
52,2,1,1,1,1,4,2
39,2,2,3,2,2,2,1
59,2,1,1,1,1,3,1
64,2,3,3,1,1,4,2
55,2,3,3,3,3,4,1
53,11,1,1,1,1,4,2
58,11,1,1,1,1,4,2
62,2,1,1,1,1,3,1
59,10,1,1,1,1,3,1
54,2,1,1,1,1,2,1
77,11,3,3,3,3,4,2
60,2,1,1,1,1,3,2
43,2,1,1,1,1,2,2
56,2,1,1,1,1,4,1
81,2,1,1,1,1,2,1
55,2,1,1,1,1,2,1
62,2,2,2,2,2,3,1
59,2,1,1,1,1,4,1
55,11,1,1,1,1,4,1
51,11,2,2,1,1,3,2
30,11,3,2,3,3,1,2
67,2,1,1,1,1,4,2
77,2,1,1,1,1,4,2
82,2,1,1,1,1,2,1
86,2,1,1,1,1,1,2
63,2,1,1,1,1,3,1
55,2,2,3,2,2,3,1
67,2,3,3,2,2,2,2
62,2,1,1,1,1,3,1
79,2,1,1,1,1,4,2
38,2,1,1,1,1,4,1
64,2,1,1,1,1,3,1
47,2,2,2,1,1,2,1
53,2,2,3,1,1,4,1
60,2,2,2,1,1,4,1
56,2,3,3,3,3,4,1
53,6,3,3,1,1,4,1
31,10,1,1,1,1,3,1
38,10,1,1,1,1,2,1
85,2,1,1,1,1,4,1
65,2,1,1,1,1,4,2
39,2,1,1,1,1,4,2
57,2,2,2,2,2,3,1
46,11,1,1,1,1,4,2
46,2,1,1,1,1,4,2
78,11,1,1,1,1,4,2
78,11,1,1,1,1,4,1
72,2,1,1,1,1,2,1
60,2,2,3,1,1,4,1
78,2,1,1,1,1,4,1
68,2,2,2,2,2,4,1
59,2,1,1,1,1,3,2
59,2,1,1,1,1,3,1
80,10,1,1,1,1,4,2
60,2,1,1,1,1,1,1
58,2,3,3,2,3,1,1
61,11,1,1,1,1,4,2
66,11,1,1,1,1,4,1
68,2,1,1,1,1,4,2
74,11,1,1,1,1,4,2
40,2,1,1,1,1,4,2
63,2,2,3,2,3,3,2
50,2,1,1,1,1,4,2
53,2,3,2,3,3,2,2
85,2,1,1,1,1,4,2
63,2,1,1,1,1,4,1
53,2,1,1,1,1,3,1
50,10,1,1,1,1,2,1
44,2,1,1,1,1,3,1
65,2,1,1,1,1,2,2
59,10,1,1,1,1,2,1
54,2,1,1,1,1,2,2
35,2,1,1,1,1,4,2
42,2,1,1,1,1,2,2
62,2,3,3,3,2,3,2
72,11,1,1,1,1,4,2
40,2,1,1,1,1,3,1
75,11,1,1,1,1,4,2
37,10,1,1,1,1,4,1
32,2,3,3,3,2,2,1
57,2,1,1,1,1,4,1
77,2,1,1,1,1,4,2
42,2,3,3,3,2,2,1
78,2,1,1,1,1,1,2
45,2,1,1,1,1,4,2
52,2,1,1,1,1,2,1
68,2,3,2,2,3,4,2
69,2,2,3,1,1,4,2
30,10,1,1,1,1,4,1
51,2,2,2,2,2,2,1
49,10,1,1,1,1,4,1
67,2,2,3,1,1,3,1
46,2,2,2,3,2,1,2
74,2,1,1,1,1,2,1
60,10,1,1,1,1,2,1
60,10,1,1,1,1,2,1
60,2,2,2,1,1,2,2
69,11,1,1,1,1,4,2
62,2,3,3,3,2,3,2
64,2,2,3,1,1,3,1
63,2,1,1,1,1,3,1
82,2,1,1,1,1,3,1
55,2,2,3,2,2,3,1
60,2,1,1,1,1,3,1
60,2,1,1,1,1,3,2
31,10,1,1,1,1,2,1
78,11,1,1,1,1,4,2
68,2,1,1,1,1,4,2
54,11,1,1,1,1,4,2
28,11,1,1,1,1,4,2
66,2,1,1,1,1,4,1
41,2,1,1,1,1,3,2
44,2,3,2,3,2,3,1
58,2,1,1,1,1,4,2
49,2,1,1,1,1,3,2
48,2,1,1,1,1,4,2
54,10,1,1,1,1,2,1
54,2,3,3,3,3,3,1
58,2,1,1,1,1,2,1
43,11,3,3,3,2,3,2
48,11,1,1,1,1,3,1
40,2,1,1,1,1,4,1
38,2,1,1,1,1,2,1
82,2,1,1,1,1,2,1
47,10,1,1,1,1,4,1
74,11,1,1,1,1,4,2
74,10,1,1,1,1,4,2
74,2,1,1,1,1,2,1
35,2,3,3,3,3,4,1
74,2,1,1,1,1,4,2
67,2,1,1,1,1,4,1
54,4,1,1,1,1,4,1
41,2,1,1,1,1,4,2
67,2,1,1,1,1,4,2
41,2,3,3,3,2,3,1
81,11,3,2,1,1,4,2
63,2,1,1,1,1,3,2
48,2,3,3,3,3,4,1
54,2,3,2,3,2,3,1
53,2,1,1,1,1,1,2
42,2,3,3,3,2,4,1
59,2,1,1,1,1,3,1
48,2,2,2,2,3,2,1
62,11,1,1,1,1,4,2
47,2,1,1,1,1,2,2
33,2,1,1,1,1,4,1
66,2,2,2,2,3,4,1
70,2,2,2,1,1,4,2
66,11,1,1,1,1,4,2
66,11,1,1,1,1,3,1
40,10,1,1,1,1,3,1
60,2,3,3,3,3,4,1
80,2,1,1,1,1,4,2
51,2,1,1,1,1,4,2
38,2,1,1,1,1,4,2
43,2,1,1,1,1,4,2
76,2,1,1,1,1,3,1
36,2,1,1,1,1,4,2
32,2,2,3,2,2,3,1
68,2,2,2,1,1,3,1
89,2,1,1,1,1,4,2
36,2,1,1,1,1,2,1
51,2,1,1,1,1,4,1
59,2,1,1,1,1,3,1
51,2,1,1,1,1,3,1
63,2,1,1,1,1,4,2
57,2,1,1,1,1,4,2
58,2,2,2,1,1,4,1
54,2,2,3,1,1,3,1
82,2,1,1,1,1,4,2
48,2,1,1,1,1,3,1
35,2,2,2,2,2,2,1
64,11,1,1,1,1,4,2
12,11,1,1,1,1,4,2
80,2,1,1,1,1,3,1
41,2,2,2,1,1,2,2
75,11,1,1,1,1,4,2
75,11,1,1,1,1,4,2
59,2,3,3,3,3,2,1
66,2,1,1,1,1,3,2
45,2,1,1,1,1,4,2
45,2,1,1,1,1,2,2
45,11,1,1,1,1,4,2
80,11,2,2,1,1,4,2
48,2,3,3,2,2,2,1
51,10,1,1,1,1,3,1
43,2,1,1,1,1,4,2
50,2,1,1,1,1,4,1
50,2,1,1,1,1,4,2
69,2,1,1,1,1,4,2
52,11,2,2,1,1,4,1
57,2,2,3,1,1,3,1
